HstNummer;Name mit Ort;Name ohne Ort;Ort;GKZ;Globale ID;Tarifgebiete;MVTT X;MVTT Y;WGS84 X;WGS84 Y
1;Karlsplatz (Stachus);Karlsplatz (Stachus);München;9162000;de:09162:1;1;4467751;826449;48,13916696;11,56524034
2;Marienplatz;Marienplatz;München;9162000;de:09162:2;1;4468673;826758;48,13643422;11,57765115
3;Isartor;Isartor;München;9162000;de:09162:3;1;4469056;827043;48,13388994;11,58281763
4;Rosenheimer Platz;Rosenheimer Platz;München;9162000;de:09162:4;1;4469877;827637;48,12858746;11,59388958
5;Ostbahnhof;Ostbahnhof;München;9162000;de:09162:5;1,2;4470634;827691;48,12813726;11,60406235
6;Hauptbahnhof;Hauptbahnhof;München;9162000;de:09162:6;1;4467444;826320;48,14031142;11,56110561
7;Hackerbrücke;Hackerbrücke;München;9162000;de:09162:7;1;4466528;825956;48,14353731;11,54876929
8;Donnersbergerbrücke;Donnersbergerbrücke;München;9162000;de:09162:8;1,2;4465474;826046;48,14267154;11,53461386
9;Laim;Laim;München;9162000;de:09162:9;2,3;4463134;825977;48,14316061;11,50316564
10;Pasing;Pasing;München;9162000;de:09162:10;3,4;4459973;825325;48,14883279;11,46063024
11;Leonrodplatz;Leonrodplatz;München;9162000;de:09162:11;2;4466438;824185;48,15945926;11,54742011
12;Hochschule München (Lothstr.);Hochschule München (Lothstr.);München;9162000;de:09162:12;2;4466911;824765;48,15426811;11,55382302
13;Sandstraße;Sandstraße;München;9162000;de:09162:13;1,2;4467227;825177;48,15057935;11,55810182
14;Karlspl.(Stachus) Nord;Karlspl.(Stachus) Nord;München;9162000;de:09162:14;1;4467712;826372;48,13985745;11,56471049
15;Karlstraße;Karlstraße;München;9162000;de:09162:15;1;4467337;825823;48,14477549;11,55962974
16;Lenbachplatz;Lenbachplatz;München;9162000;de:09162:16;1;4467981;826262;48,1408603;11,56831656
17;Nationaltheater;Nationaltheater;München;9162000;de:09162:17;1;4468748;826433;48,13936067;11,57863492
18;Kammerspiele;Kammerspiele;München;9162000;de:09162:18;1;4469077;826528;48,13852242;11,58306231
19;Maxmonument;Maxmonument;München;9162000;de:09162:19;1;4469450;826638;48,13755122;11,58808181
20;Marienplatz (Theatinerstr.);Marienplatz (Theatinerstr.);München;9162000;de:09162:20;1;4468500;826418;48,13948332;11,57530165
20;Theatinerstraße;Theatinerstraße;München;9162000;de:09162:20;1;4468500;826418;48,13948332;11,57530165
21;Maximilianeum;Maximilianeum;München;9162000;de:09162:21;1;4470035;826806;48,13606823;11,59595351
22;Flurstraße;Flurstraße;München;9162000;de:09162:22;1;4470693;826859;48,13562229;11,60479759
23;Grillparzerstraße;Grillparzerstraße;München;9162000;de:09162:23;1,2;4471016;826784;48,13631159;11,60913205
24;Prinzregenten-/Grillparzerstr.;Prinzregenten-/Grillparzerstr.;München;9162000;de:09162:24;;;;;
25;Alter Messeplatz;Alter Messeplatz;München;9162000;de:09162:25;1,2;4466337;826954;48,13455213;11,54628178
26;Isartor/Zweibrückenstraße;Isartor/Zweibrückenstraße;München;9162000;de:09162:26;1;4469113;827168;48,13276857;11,58359248
27;Ridlerstraße;Ridlerstraße;München;9162000;de:09162:27;1,2;4465810;827383;48,13066597;11,53923611
29;Landshuter Allee;Landshuter Allee;München;9162000;de:09162:29;2;4465653;825042;48,15171026;11,53693796
30;Poccistraße;Poccistraße;München;9162000;de:09162:30;1,2;4466579;828008;48,12508618;11,54961578
31;Hirschgarten;Hirschgarten;München;9162000;de:09162:31;2;4464348;825942;48,14354464;11,51947521
32;Hochschule München;Hochschule München;München;9162000;de:09162:32;2;4466872;824640;48,15539021;11,55328912
33;Hofgarten;Hofgarten;München;9162000;;1;4468975;826205;48,14142223;11,58166829
34;Nordbad;Nordbad;München;9162000;de:09162:34;2;4467628;824029;48,16092396;11,56340341
35;Görresstraße;Görresstraße;München;9162000;de:09162:35;2;4467535;824576;48,15600001;11,56219513
36;Georgenstraße;Georgenstraße;München;9162000;de:09162:36;1,2;4469117;824673;48,15520658;11,58346499
38;Müllerstraße;Müllerstraße;München;9162000;de:09162:38;1;4468213;827319;48,13136624;11,57151281
40;Goetheplatz;Goetheplatz;München;9162000;de:09162:40;1;4467236;827516;48,12954498;11,55840296
41;Eduard-Schmid-Straße;Eduard-Schmid-Straße;München;9162000;de:09162:41;1;4468724;827889;48,1262655;11,57841949
42;Mariahilfplatz;Mariahilfplatz;München;9162000;de:09162:42;1;4468920;828103;48,12435058;11,58106793
43;Kurfürstenplatz;Kurfürstenplatz;München;9162000;de:09162:43;2;4468488;824099;48,16033771;11,5749685
44;Winzererstraße;Winzererstraße;München;9162000;de:09162:44;2;4467382;824386;48,15770085;11,56012416
45;Infanteriestraße Süd;Infanteriestraße Süd;München;9162000;de:09162:45;2;4467289;824519;48,15649999;11,55888439
46;Haidenauplatz;Haidenauplatz;München;9162000;de:09162:46;1,2;4471083;827214;48,13244758;11,61006145
47;Elisabethplatz;Elisabethplatz;München;9162000;de:09162:47;2;4468489;824399;48,15763984;11,57500419
48;Nordendstraße;Nordendstraße;München;9162000;de:09162:48;2;4468517;824706;48,15488035;11,57540328
49;Schellingstraße;Schellingstraße;München;9162000;de:09162:49;1,2;4468355;825134;48,15102326;11,57325784
50;Sendlinger Tor;Sendlinger Tor;München;9162000;de:09162:50;1;4467856;827090;48,1334077;11,56669957
51;Pinakotheken;Pinakotheken;München;9162000;de:09162:51;1;4468255;825363;48,14895885;11,57193103
52;Karolinenplatz;Karolinenplatz;München;9162000;de:09162:52;1;4468080;825760;48,14537982;11,56960908
53;Ottostraße;Ottostraße;München;9162000;de:09162:53;1;4467941;826098;48,14233316;11,56776673
54;Donnersbergerstraße;Donnersbergerstraße;München;9162000;de:09162:54;1,2;4465571;825645;48,14628301;11,53588477
55;Hermann-Lingg-Straße;Hermann-Lingg-Straße;München;9162000;de:09162:55;1;4466739;826458;48,13903386;11,55164379
56;Georg-Hirth-Platz;Georg-Hirth-Platz;München;9162000;de:09162:56;1;4467063;826952;48,13460815;11,5560353
57;Beethovenplatz;Beethovenplatz;München;9162000;de:09162:57;1;4467209;827115;48,13314983;11,55800935
58;Kapuzinerplatz/ Arbeitsagentur;Kapuzinerplatz/ Arbeitsagentur;München;9162000;de:09162:58;1,2;4467236;827826;48,12675712;11,55842682
59;Kapuzinerstraße;Kapuzinerstraße;München;9162000;de:09162:59;1,2;4467491;828008;48,12513346;11,56186609
60;Odeonsplatz;Odeonsplatz;München;9162000;de:09162:60;1;4468658;826068;48,14263872;11,57739877
61;Baldeplatz;Baldeplatz;München;9162000;de:09162:61;1,2;4467878;828206;48,1233725;11,56707936
62;Claude-Lorrain-Straße;Claude-Lorrain-Straße;München;9162000;de:09162:62;1,2;4468198;828462;48,12108634;11,57139671
63;Humboldtstraße;Humboldtstraße;München;9162000;de:09162:63;1,2;4468490;828641;48,11949111;11,57533191
64;Barthstraße;Barthstraße;München;9162000;de:09162:64;2;4465145;826310;48,14027941;11,53021475
65;Trappentreustraße;Trappentreustraße;München;9162000;de:09162:65;1,2;4465457;826342;48,14000867;11,53440947
66;Schrenkstraße;Schrenkstraße;München;9162000;de:09162:66;1;4465968;826388;48,13962256;11,54127906
67;Holzapfelstraße;Holzapfelstraße;München;9162000;de:09162:67;1;4466401;826433;48,13924091;11,54710046
68;Reichenbachplatz;Reichenbachplatz;München;9162000;de:09162:68;1;4468594;827108;48,13328273;11,5766156
69;Deutsches Museum;Deutsches Museum;München;9162000;de:09162:69;1;4469300;827271;48,13185134;11,58611215
70;Universität;Universität;München;9162000;de:09162:70;1,2;4468893;825361;48,1490084;11,58050473
71;Am Gasteig;Am Gasteig;München;9162000;de:09162:71;1;4469708;827163;48,13284218;11,5915856
72;Wiener Platz;Wiener Platz;München;9162000;de:09162:72;1;4470022;827026;48,13408913;11,59579436
73;Friedensengel/Villa Stuck;Friedensengel/Villa Stuck;München;9162000;de:09162:73;1,2;4470344;826289;48,14073218;11,60006897
74;Holbeinstraße;Holbeinstraße;München;9162000;de:09162:74;2;4470440;826016;48,14319178;11,60133989
75;Sternwartstraße;Sternwartstraße;München;9162000;de:09162:75;2;4470584;825695;48,14608526;11,60325263
76;Herkomerplatz;Herkomerplatz;München;9162000;de:09162:76;2;4471007;825165;48,15087107;11,60890072
77;Mauerkircherstraße;Mauerkircherstraße;München;9162000;de:09162:77;2;4470401;825389;48,14882866;11,60077219
78;Tivolistraße;Tivolistraße;München;9162000;de:09162:78;2;4470089;825250;48,15006408;11,59656955
79;Paradiesstraße;Paradiesstraße;München;9162000;de:09162:79;1,2;4469820;825664;48,14632821;11,59298387
80;Giselastraße;Giselastraße;München;9162000;de:09162:80;1,2;4469227;824458;48,15714544;11,58492784
81;Nationalmuseum/Haus d.Kunst;Nationalmuseum/Haus d.Kunst;München;9162000;de:09162:81;1;4469483;826023;48,14308358;11,58848105
82;Astallerstraße;Astallerstraße;München;9162000;de:09162:82;2;4465164;826841;48,13550514;11,53051353
83;Tumblingerstraße;Tumblingerstraße;München;9162000;de:09162:83;2;4466893;828214;48,12325003;11,55384955
84;Mariannenplatz;Mariannenplatz;München;9162000;de:09162:84;1;4469348;826898;48,1352081;11,58673011
85;Kazmairstraße;Kazmairstraße;München;9162000;de:09162:85;1,2;4465426;826904;48,13495288;11,53403862
86;Maxvorstadt/Sammlg. Brandhorst;Maxvorstadt/Sammlg. Brandhorst;München;9162000;de:09162:86;1;4468430;825430;48,14836503;11,57428777
87;Bergmannstraße;Bergmannstraße;München;9162000;de:09162:87;1,2;4465651;826909;48,13492011;11,53706188
88;Wörthstraße;Wörthstraße;München;9162000;de:09162:88;1;4470175;827251;48,13207287;11,59786566
89;Orleansstraße;Orleansstraße;München;9162000;de:09162:89;1,2;4470290;828006;48,12528843;11,59946331
90;Holzkirchner Bahnhof;Holzkirchner Bahnhof;München;9162000;de:09162:90;1;4467057;826444;48,13917633;11,55591535
91;Bundesfinanzhof;Bundesfinanzhof;München;9162000;de:09162:91;2;4470752;825456;48,14824238;11,60549376
92;Kustermannpark;Kustermannpark;München;9162000;de:09162:92;2;4470456;828144;48,12405511;11,60170269
93;Tal;Tal;München;9162000;de:09162:93;1;4468803;826805;48,13601793;11,57940119
94;Pinakotheken Süd;Pinakotheken Süd;München;9162000;de:09162:94;;;;;
95;Technische Universität;Technische Universität;München;9162000;de:09162:95;1;4467771;825430;48,14833194;11,56543183
96;Klenzestraße;Klenzestraße;München;9162000;de:09162:96;1;4468151;827990;48,12532875;11,57073012
97;Amalienstraße;Amalienstraße;München;9162000;de:09162:97;1;4468588;825497;48,14777033;11,57641599
98;Klenzestraße/St.-Maximilian;Klenzestraße/St.-Maximilian;München;9162000;de:09162:98;1;4468324;827844;48,12665039;11,57304306
99;Seidlstraße;Seidlstraße;München;9162000;de:09162:99;1;4467131;826144;48,14187809;11,55688643
100;München Hbf (Gl. 5-36);Hauptbahnhof (Gl. 5-36);München;9162000;de:09162:100;1;4467283;826215;48,14124742;11,55893428
101;Hans-Fischer-Straße;Hans-Fischer-Straße;München;9162000;de:09162:101;2;4466215;827745;48,12743212;11,54470553
102;Gollierplatz;Gollierplatz;München;9162000;de:09162:102;1,2;4465450;826744;48,13639308;11,53434807
103;Schlörstraße;Schlörstraße;München;9162000;de:09162:103;1,2;4465642;825244;48,14989307;11,53680645
104;Albrechtstraße;Albrechtstraße;München;9162000;de:09162:104;2;4465916;824602;48,15568137;11,5404372
105;Fasaneriestraße;Fasaneriestraße;München;9162000;de:09162:105;2;4466143;824418;48,15734823;11,54347349
106;Infanteriestraße;Infanteriestraße;München;9162000;de:09162:106;2;4466904;823966;48,1614532;11,55366671
107;Barbarastraße;Barbarastraße;München;9162000;de:09162:107;2;4467185;823971;48,16142282;11,55744425
108;Hohenzollernstraße;Hohenzollernstraße;München;9162000;de:09162:108;2;4469259;824225;48,15924238;11,58534109
109;Friedrichstraße;Friedrichstraße;München;9162000;de:09162:109;2;4468900;824150;48,15989938;11,58051017
110;Königsplatz;Königsplatz;München;9162000;de:09162:110;1;4467663;825669;48,1461771;11,56399866
111;Regerplatz;Regerplatz;München;9162000;de:09162:111;1,2;4469510;828050;48,12485579;11,58898914
112;Viktualienmarkt;Viktualienmarkt;München;9162000;de:09162:112;1;4468470;826906;48,1350932;11,57493474
113;Blumenstraße;Blumenstraße;München;9162000;de:09162:113;1;4468400;827121;48,1331562;11,57401027
114;Gärtnerplatztheater;Gärtnerplatztheater;München;9162000;de:09162:114;1;4468491;827223;48,13224342;11,57524036
115;Baaderstraße;Baaderstraße;München;9162000;de:09162:115;1;4468724;827476;48,12997967;11,57838914
116;Schweigerstraße;Schweigerstraße;München;9162000;de:09162:116;1;4469064;827838;48,12674079;11,58298291
117;Taubenstraße;Taubenstraße;München;9162000;de:09162:117;1;4468755;828376;48,12188737;11,57887165
118;Kirchenstraße;Kirchenstraße;München;9162000;de:09162:118;1;4470710;827137;48,13312297;11,60504514
119;Boschbrücke;Boschbrücke;München;9162000;de:09162:119;1;4469023;827368;48,13096557;11,58239794
120;Theresienstraße;Theresienstraße;München;9162000;de:09162:120;1,2;4467686;825108;48,15122339;11,56426508
121;Reitmorstraße/Sammlung Schack;Reitmorstraße/Sammlung Schack;München;9162000;de:09162:121;1;4469873;826147;48,14198705;11,59373031
122;Ludwigsbrücke;Ludwigsbrücke;München;9162000;de:09162:122;1;4469240;827181;48,13265782;11,58529959
123;Königinstraße;Königinstraße;München;9162000;de:09162:123;1;4469239;825945;48,14377327;11,58519676
124;Von-der-Tann-Straße;Von-der-Tann-Straße;München;9162000;de:09162:124;1;4468764;825775;48,14527892;11,57880156
125;Türkenstraße;Türkenstraße;München;9162000;de:09162:125;1,2;4468555;825218;48,15027777;11,57595189
126;Arcisstraße;Arcisstraße;München;9162000;de:09162:126;1,2;4468164;825052;48,15175114;11,57068483
127;Luisenstraße;Luisenstraße;München;9162000;de:09162:127;1,2;4467973;824970;48,15247897;11,56811173
128;Augustenstraße;Augustenstraße;München;9162000;de:09162:128;1,2;4467810;824900;48,15310025;11,56591579
129;Roecklplatz;Roecklplatz;München;9162000;de:09162:129;2;4467484;828483;48,12086137;11,56180834
130;Josephsplatz;Josephsplatz;München;9162000;de:09162:130;2;4467837;824714;48,15477433;11,56626458
131;St.-Jakobs-Platz;St.-Jakobs-Platz;München;9162000;de:09162:131;1;4468294;826878;48,13533625;11,5725681
132;Hirschauer Straße;Hirschauer Straße;München;9162000;de:09162:132;2;4469997;825187;48,15062631;11,59532872
133;Galileiplatz;Galileiplatz;München;9162000;de:09162:133;2;4470841;825874;48,14448734;11,60671845
134;Wehrlestraße;Wehrlestraße;München;9162000;de:09162:134;2;4470944;825478;48,14805334;11,60807545
135;Chinesischer Turm;Chinesischer Turm;München;9162000;de:09162:135;2;4469858;824945;48,15279606;11,59344353
136;Thiemestraße;Thiemestraße;München;9162000;de:09162:136;2;4469511;824515;48,15664653;11,58874912
137;Am Tucherpark;Am Tucherpark;München;9162000;de:09162:137;2;4470284;824950;48,15277117;11,59916917
138;Schwester-Eubulina-Platz;Schwester-Eubulina-Platz;München;9162000;de:09162:138;1,2;4469819;828207;48,12345861;11,59315087
139;Auerfeldstraße;Auerfeldstraße;München;9162000;de:09162:139;1,2;4470049;828187;48,12364935;11,59623882
140;Hohenzollernplatz;Hohenzollernplatz;München;9162000;de:09162:140;2;4467969;824004;48,16116608;11,56798515
141;Stephansplatz;Stephansplatz;München;9162000;de:09162:141;1;4467786;827382;48,13077817;11,56578126
142;Maistraße;Maistraße;München;9162000;de:09162:142;1;4467511;827538;48,12936125;11,56209886
143;Waltherstraße;Waltherstraße;München;9162000;de:09162:143;1;4467638;827742;48,12753313;11,56382042
144;Zenettistraße;Zenettistraße;München;9162000;de:09162:144;2;4467280;828303;48,12246967;11,55905453
145;München, ZOB;ZOB;München;9162000;de:09162:145;1;4466608;826084;48,1423904;11,54985431
146;Ehrengutstraße;Ehrengutstraße;München;9162000;de:09162:146;2;4467152;828424;48,1213749;11,55734461
149;Reichersbeuern Gh. Altwirt;Reichersbeuern Gh. Altwirt;Reichersbeuern;9173140;de:09173:149;;4472577;867873;47,76684837;11,63272802
150;Fraunhoferstraße;Fraunhoferstraße;München;9162000;de:09162:150;1;4468559;827708;48,12788512;11,57618972
151;Corneliusbrücke;Corneliusbrücke;München;9162000;de:09162:151;1;4468788;827552;48,12929933;11,57925447
152;Aurbacherstraße;Aurbacherstraße;München;9162000;de:09162:152;1,2;4469605;828324;48,12239622;11,59028478
153;Dom-Pedro-Straße;Dom-Pedro-Straße;München;9162000;de:09162:153;2;4465698;824156;48,15968052;11,53747121
156;Elisenstraße;Elisenstraße;München;9162000;de:09162:156;1;4467485;826083;48,14244488;11,56163837
157;Nymphenburg Süd;Nymphenburg Süd;München;9162000;de:09162:157;3;4463073;825643;48,14616074;11,50231698
158;Hubertusbrunnen;Hubertusbrunnen;München;9162000;de:09162:158;2;4465153;824206;48,1592012;11,53014978
159;Kolumbusplatz (Nord);Kolumbusplatz (Nord);München;9162000;de:09162:159;1,2;4468583;828513;48,12064683;11,57657154
160;Kolumbusplatz;Kolumbusplatz;München;9162000;de:09162:160;1,2;4468577;828688;48,11907274;11,57650387
161;St.-Cajetan-Straße;St.-Cajetan-Straße;München;9162000;de:09162:161;2;4470250;828437;48,1214105;11,59895614
162;Kolumbusplatz/Humboldtstraße;Kolumbusplatz/Humboldtstraße;München;9162000;de:09162:162;1,2;4468526;828671;48,1192231;11,57581764
163;Volkartstraße Ost;Volkartstraße Ost;München;9162000;de:09162:163;2;4465695;824533;48,15628999;11,53746132
164;Hanebergstraße;Hanebergstraße;München;9162000;de:09162:164;2;4465696;823828;48,16263013;11,53741785
166;Marienplatz Süd;Marienplatz Süd;München;9162000;de:09162:166;1;4468380;826854;48,13555637;11,57372173
166;Marienplatz (Rindermarkt);Marienplatz (Rindermarkt);München;9162000;de:09162:166;1;4468380;826854;48,13555637;11,57372173
170;Stiglmaierplatz;Stiglmaierplatz;München;9162000;de:09162:170;1;4467274;825561;48,14712844;11,55876301
180;Maillingerstraße;Maillingerstraße;München;9162000;de:09162:180;1,2;4466223;825207;48,15025697;11,54461146
185;Gaiglstraße;Gaiglstraße;München;9162000;de:09162:185;2;4466660;824968;48,1524294;11,55046551
190;Rotkreuzplatz;Rotkreuzplatz;München;9162000;de:09162:190;2;4465398;824899;48,15298243;11,53349931
197;Oskar-von-Miller-Ring;Oskar-von-Miller-Ring;München;9162000;de:09162:197;1;4468522;825765;48,14535691;11,57554891
200;Westfriedhof;Westfriedhof;München;9162000;de:09162:200;2,3;4465033;823081;48,16931175;11,52844424
201;Dantebad;Dantebad;München;9162000;de:09162:201;;4464959;823389;48,16653782;11,5274748
202;Klugstraße;Klugstraße;München;9162000;de:09162:202;;4465068;823645;48,16424161;11,52896116
203;St.-Galler-Straße;St.-Galler-Straße;München;9162000;de:09162:203;;4465172;824149;48,15971485;11,5304005
204;Neuhausen;Neuhausen;München;9162000;de:09162:204;2;4465246;824522;48,1563645;11,53142566
205;Volkartstraße;Volkartstraße;München;9162000;de:09162:205;2;4465335;824661;48,15511933;11,5326332
206;Sadelerstraße;Sadelerstraße;München;9162000;de:09162:206;3;4464582;823157;48,16860328;11,5223874
207;Winthirplatz;Winthirplatz;München;9162000;de:09162:207;2;4464982;825016;48,15190744;11,52791808
208;Wilderich-Lang-Straße;Wilderich-Lang-Straße;München;9162000;de:09162:208;;4465323;825774;48,14510942;11,53256271
209;Dankwartstraße;Dankwartstraße;München;9162000;de:09162:209;2;4464665;825074;48,15136829;11,52366264
210;Amalienburgstraße;Amalienburgstraße;München;9162000;de:09162:210;3;4462410;823473;48,16563663;11,49321586
211;Botanischer Garten;Botanischer Garten;München;9162000;de:09162:211;3;4463109;823608;48,16446357;11,50262412
212;Maria-Ward-Straße;Maria-Ward-Straße;München;9162000;de:09162:212;3;4463431;823691;48,16373577;11,50695976
213;Dall'Armistraße;Dall'Armistraße;München;9162000;de:09162:213;3;4463751;823949;48,16143393;11,51128332
214;Schloss Nymphenburg;Schloss Nymphenburg;München;9162000;de:09162:214;2,3;4463762;824270;48,1585478;11,51145856
215;Romanplatz;Romanplatz;München;9162000;de:09162:215;2,3;4463768;824593;48,15564341;11,51156674
216;Steubenplatz;Steubenplatz;München;9162000;de:09162:216;2;4464411;825211;48,15012207;11,52026057
217;Briefzentrum;Briefzentrum;München;9162000;de:09162:217;2;4464721;825334;48,14903322;11,52443681
218;Burghausener Straße;Burghausener Straße;München;9162000;de:09162:218;2;4465102;825532;48,14727364;11,52957315
219;Kriemhildenstraße;Kriemhildenstraße;München;9162000;de:09162:219;2;4464053;824983;48,15215232;11,5154302
220;Renatastraße;Renatastraße;München;9162000;de:09162:220;2;4464885;824489;48,15664141;11,52657093
221;Hubertusstraße;Hubertusstraße;München;9162000;de:09162:221;2;4464387;824562;48,1559572;11,51988366
222;Marsstraße;Marsstraße;München;9162000;de:09162:222;1;4466017;825786;48,145039;11,54188932
223;Deroystraße;Deroystraße;München;9162000;de:09162:223;1;4466277;825876;48,14424348;11,54539022
224;Mettenstraße;Mettenstraße;München;9162000;de:09162:224;3;4463998;823196;48,1682197;11,51453962
225;Herthastraße;Herthastraße;München;9162000;de:09162:225;2,3;4463153;825304;48,14921401;11,50336263
226;Kemnatenstraße;Kemnatenstraße;München;9162000;de:09162:226;2,3;4463221;825054;48,1514662;11,50425482
227;Hirschgartenallee;Hirschgartenallee;München;9162000;de:09162:227;2,3;4463512;824898;48,15288589;11,50815222
228;Nederlinger Straße;Nederlinger Straße;München;9162000;de:09162:228;3;4463717;822998;48,16998432;11,51074508
229;Netzerstraße;Netzerstraße;München;9162000;de:09162:229;3;4463508;822514;48,17432494;11,50789369
230;Skagerrakstraße;Skagerrakstraße;München;9162000;de:09162:230;3;4463240;822676;48,17285262;11,50430443
231;Baubergerstraße;Baubergerstraße;München;9162000;de:09162:231;3;4463375;822215;48,17700618;11,5060797
232;Hopfenstraße;Hopfenstraße;München;9162000;de:09162:232;1;4466947;826089;48,14236316;11,5544098
233;Amphionpark;Amphionpark;München;9162000;de:09162:233;3;4463971;822639;48,17322726;11,51412939
234;Schragenhofstraße;Schragenhofstraße;München;9162000;de:09162:234;3;4463071;822709;48,17254604;11,50203514
235;Lustheimstraße;Lustheimstraße;München;9162000;de:09162:235;3;4461872;823676;48,16377898;11,48600184
236;In den Kirschen;In den Kirschen;München;9162000;de:09162:236;3;4463626;823300;48,16726323;11,50954754
237;Bunzlauer Platz;Bunzlauer Platz;München;9162000;de:09162:237;3,4;4463453;821973;48,17918697;11,50710764
238;Winfriedstraße;Winfriedstraße;München;9162000;de:09162:238;2,3;4463146;825494;48,14750493;11,50328503
239;Nederlinger Straße (West);Nederlinger Straße (West);München;9162000;de:09162:239;3;4463578;822916;48,17071378;11,50886933
240;Theresienwiese;Theresienwiese;München;9162000;de:09162:240;1;4466778;826834;48,1356545;11,55219716
250;Schwanthalerhöhe;Schwanthalerhöhe;München;9162000;de:09162:250;1,2;4465852;827067;48,13351004;11,53977497
251;Theresienhöhe;Theresienhöhe;München;9162000;de:09162:251;1,2;4466323;827170;48,13260888;11,54611079
260;Westendstraße;Westendstraße;München;9162000;de:09162:260;2;4464575;826958;48,1344204;11,52261004
270;Friedenheimer Straße;Friedenheimer Straße;München;9162000;de:09162:270;2;4463597;826837;48,1354533;11,50946055
280;Laimer Platz;Laimer Platz;München;9162000;de:09162:280;2,3;4463113;826832;48,13547036;11,5029576
285;Stadtwerke München;Stadtwerke München;München;9162000;de:09162:285;2,3;4465191;822867;48,17124493;11,53055082
290;Olympiasee;Olympiasee;München;9162000;de:09162:290;2;4466337;822851;48,17145063;11,54595681
291;Sapporobogen;Sapporobogen;München;9162000;de:09162:291;2;4465711;823071;48,16943866;11,53755837
292;Angererstraße;Angererstraße;München;9162000;de:09162:292;2;4468161;823306;48,1674529;11,57051365
293;Georg-Birk-Straße;Georg-Birk-Straße;München;9162000;de:09162:293;2;4467152;823689;48,16395715;11,55697886
294;Ackermannbogen;Ackermannbogen;München;9162000;de:09162:294;2;4467095;823568;48,16504236;11,55620327
295;Olympiapark Süd;Olympiapark Süd;München;9162000;;2;4466790;823862;48,16238253;11,55212621
296;Ackermannbogen;Ackermannbogen;München;9162000;de:09162:296;2;4467336;823173;48,16860706;11,5594126
296;Deidesheimer Straße;Deidesheimer Straße;München;9162000;de:09162:296;2;4467336;823173;48,16860706;11,5594126
297;München;Therese-Studer-Straße;München;9162000;de:09162:297;;;;;
299;Margarete-Steiff-Straße;Margarete-Steiff-Straße;München;9162000;de:09162:299;3,4;4462925;821855;48,18021752;11,49999765
300;Moosach;Moosach;München;9162000;de:09162:300;3,4;4463473;821836;48,18042016;11,50736478
301;Pelkovenstraße;Pelkovenstraße;München;9162000;de:09162:301;3,4;4463781;821766;48,18106732;11,51150039
302;Hugo-Troendle-Straße;Hugo-Troendle-Straße;München;9162000;de:09162:302;3;4464022;821962;48,1793184;11,51475771
303;Wintrichring;Wintrichring;München;9162000;de:09162:303;3;4464559;822357;48,17579639;11,52201143
304;Hanauer Straße;Hanauer Straße;München;9162000;de:09162:304;2,3;4465020;822722;48,17253952;11,52823989
305;Borstei;Borstei;München;9162000;de:09162:305;2;4465375;823042;48,16968122;11,53303885
306;Olympiapark West;Olympiapark West;München;9162000;de:09162:306;2;4465733;823468;48,16586962;11,53788616
307;Goethe-Institut;Goethe-Institut;München;9162000;de:09162:307;2;4466053;823803;48,16287414;11,54221469
308;Gartenstraße;Gartenstraße;München;9162000;de:09162:308;2;4467750;822770;48,17225243;11,56494769
309;Ackermannstraße;Ackermannstraße;München;9162000;de:09162:309;2;4467744;823253;48,16790848;11,56490372
310;Fasanerie;Fasanerie;München;9162000;de:09162:310;3,4;4464759;820011;48,19690504;11,52450568
311;Herzogstraße;Herzogstraße;München;9162000;de:09162:311;2;4467687;823747;48,16346301;11,56417502
312;Georg-Brauchle-Ring;Georg-Brauchle-Ring;München;9162000;de:09162:312;3;4465085;822294;48,1763921;11,5290786
313;Ehrenbreitsteiner Straße;Ehrenbreitsteiner Straße;München;9162000;de:09162:313;3;4465066;821080;48,18730854;11,5287232
314;Riesstraße;Riesstraße;München;9162000;de:09162:314;3;4465381;821373;48,18469086;11,5329834
316;Bingener Straße;Bingener Straße;München;9162000;de:09162:316;3;4464504;821645;48,18219632;11,52121238
318;Olympia-Einkaufszentrum West;Olympia-Einkaufszentrum West;München;9162000;de:09162:318;3;4465263;821446;48,18402792;11,53140253
319;Olympia-Einkaufszentrum Ost;Olympia-Einkaufszentrum Ost;München;9162000;de:09162:319;3;4465666;821541;48,18319552;11,53682964
320;Feldmoching;Feldmoching;München;9162000;de:09162:320;4,5;4465942;818127;48,21391241;11,54026691
321;Olympia-Pressestadt;Olympia-Pressestadt;München;9162000;de:09162:321;3;4465658;821919;48,17979574;11,53675265
322;Lassallestraße;Lassallestraße;München;9162000;de:09162:322;3;4465431;821109;48,18706773;11,53363429
323;Olympiapark Nord;Olympiapark Nord;München;9162000;de:09162:323;3;4466035;821193;48,18634494;11,54176392
324;Lerchenauer Straße;Lerchenauer Straße;München;9162000;de:09162:324;3;4466770;821232;48,18603314;11,5516515
325;Olympiapark Eissportstadion;Olympiapark Eissportstadion;München;9162000;de:09162:325;2,3;4467369;822342;48,17608197;11,55979237
326;Curt-Mezger-Platz;Curt-Mezger-Platz;München;9162000;de:09162:326;3;4467901;821750;48,18143298;11,5669007
327;Korbinianstraße;Korbinianstraße;München;9162000;de:09162:327;;;;;
328;Andernacher Straße;Andernacher Straße;München;9162000;de:09162:328;3;4464756;821265;48,18562769;11,52456952
329;Anhalter Platz;Anhalter Platz;München;9162000;de:09162:329;3;4467558;821146;48,18684732;11,56224217
