HstNummer;Name mit Ort;Name ohne Ort;Ort;GKZ;Globale ID;Tarifgebiete;MVTT X;MVTT Y;WGS84 X;WGS84 Y
1819;Pfarrer-Grimm-Straße;Pfarrer-Grimm-Straße;München;9162000;de:09162:1819;4;4460048;821920;48,17945841;11,46131795
1820;Willi-Wien-Straße;Willi-Wien-Straße;München;9162000;de:09162:1820;4;4460548;822143;48,17748426;11,46806186
1821;Esmarchstraße;Esmarchstraße;München;9162000;de:09162:1821;4;4459954;821252;48,18545974;11,45999098
1822;Vesaliusstraße;Vesaliusstraße;München;9162000;de:09162:1822;4;4460009;820891;48,18870964;11,46069659
1823;St.-Johann-Straße;St.-Johann-Straße;München;9162000;de:09162:1823;4;4460434;820554;48,19176688;11,4663809
1824;Höcherstraße;Höcherstraße;München;9162000;de:09162:1824;4;4460098;820308;48,19395809;11,4618387
1825;Franz-Nißl-Straße;Franz-Nißl-Straße;München;9162000;de:09162:1825;4;4460016;820028;48,19647093;11,4607094
1826;Kleselstraße;Kleselstraße;München;9162000;de:09162:1826;4;4459817;819747;48,19898535;11,45800606
1827;Sommerbad Allach;Sommerbad Allach;München;9162000;de:09162:1827;;4459758;819245;48,20349602;11,45716479
1828;Otto-Warburg-Straße;Otto-Warburg-Straße;München;9162000;de:09162:1828;4;4459808;818952;48,2061341;11,45780964
1829;Servetstraße;Servetstraße;München;9162000;de:09162:1829;4;4459701;820222;48,19470638;11,45649082
1830;Gerlachweg;Gerlachweg;München;9162000;de:09162:1830;4;4458904;821855;48,17996992;11,44592905
1831;Hauseggerstraße;Hauseggerstraße;München;9162000;de:09162:1831;4;4459332;820525;48,191958;11,4515567
1832;Riederstraße;Riederstraße;München;9162000;de:09162:1832;4;4458876;821157;48,18624512;11,44548493
1833;Brückestraße;Brückestraße;München;9162000;de:09162:1833;;4458799;821612;48,18214838;11,44449359
1834;Pasinger Heuweg;Pasinger Heuweg;München;9162000;de:09162:1834;4;4458978;821493;48,18323012;11,44688911
1835;Augustenfelder Straße;Augustenfelder Straße;München;9162000;de:09162:1835;4;4458807;819555;48,20064719;11,44440146
1836;Karl-Hänel-Straße;Karl-Hänel-Straße;München;9162000;de:09162:1836;4;4459056;819605;48,20021367;11,4477558
1837;Pregerstraße;Pregerstraße;München;9162000;de:09162:1837;4;4459450;819493;48,20124618;11,45304509
1838;Auenbruggerstraße;Auenbruggerstraße;München;9162000;de:09162:1838;4;4459200;821723;48,18117607;11,44989652
1839;Eversbuschstraße;Eversbuschstraße;München;9162000;de:09162:1839;4;4459923;820602;48,19130315;11,4595127
1840;Georg-Reismüller-Straße;Georg-Reismüller-Straße;München;9162000;de:09162:1840;4;4460262;820270;48,19431011;11,46404097
1841;Nusselstraße;Nusselstraße;München;9162000;de:09162:1841;3;4460603;825187;48,15011319;11,46908363
1842;Sibeliusstraße;Sibeliusstraße;München;9162000;de:09162:1842;;4460712;824683;48,15465239;11,47050188
1844;Schmaedelstraße;Schmaedelstraße;München;9162000;de:09162:1844;3;4461040;825130;48,15065274;11,47495113
1845;Berduxstraße;Berduxstraße;München;9162000;de:09162:1845;;4461329;825077;48,15114702;11,47883014
1846;Peter-Anders-Straße;Peter-Anders-Straße;München;9162000;de:09162:1846;3;4461159;824855;48,15313309;11,47652523
1847;Paul-Gerhardt-Allee;Paul-Gerhardt-Allee;München;9162000;de:09162:1847;3;4461319;824490;48,15642528;11,47864234
1848;Am Durchblick;Am Durchblick;München;9162000;de:09162:1848;3;4461292;823982;48,16099206;11,47823318
1849;Josef-Lang-Straße;Josef-Lang-Straße;München;9162000;de:09162:1849;3;4460822;825188;48,15011774;11,4720268
1850;Waldkolonie Allach;Waldkolonie Allach;München;9162000;de:09162:1850;4;4460511;819863;48,19798576;11,46735219
1851;Goteboldstraße;Goteboldstraße;München;9162000;de:09162:1851;4;4458684;822157;48,17723979;11,44300022
1852;Paulaner Brauerei;Paulaner Brauerei;München;9162000;de:09162:1852;4;4458224;822242;48,17644529;11,43682355
1853;Langwied Ortsmitte;Langwied Ortsmitte;München;9162000;de:09162:1853;4;4457286;821704;48,18122103;11,42415755
1854;Osterangerstraße;Osterangerstraße;München;9162000;de:09162:1854;4;4456836;821883;48,17958087;11,41812472
1855;Eschenrieder Straße;Eschenrieder Straße;München;9162000;de:09162:1855;4;4456071;821859;48,17974423;11,40783584
1856;Krauss-Maffei-Straße Ost;Krauss-Maffei-Straße Ost;München;9162000;de:09162:1856;4;4460937;820327;48,19383943;11,47312515
1857;Krauss-Maffei-Straße;Krauss-Maffei-Straße;München;9162000;de:09162:1857;4;4460767;820357;48,19355916;11,4708414
1900;Obermenzing;Obermenzing;München;9162000;de:09162:1900;3,4;4461323;823627;48,16418644;11,47861756
1901;Frauendorferstraße;Frauendorferstraße;München;9162000;de:09162:1901;3,4;4461141;823670;48,16378863;11,47617497
1902;Freseniusstraße;Freseniusstraße;München;9162000;de:09162:1902;;4461516;823645;48,16403629;11,48121357
1904;Fasanenstraße;Fasanenstraße;München;9162000;de:09162:1904;3;4461978;823296;48,16720266;11,48739272
1906;Reginbaldstraße;Reginbaldstraße;München;9162000;de:09162:1906;3;4461782;823092;48,16902546;11,4847395
1908;Heerstraße;Heerstraße;München;9162000;de:09162:1908;3;4461574;822891;48,17082048;11,48192503
1910;Allach;Allach;München;9162000;de:09162:1910;4;4460481;820771;48,18981835;11,46703324
1911;Allach Bahnhof Ost;Allach Bahnhof Ost;München;9162000;de:09162:1911;4;4460588;820436;48,19283763;11,46844118
1912;Kunstmannstraße;Kunstmannstraße;München;9162000;de:09162:1912;3;4461223;822545;48,1739107;11,47717454
1914;Finsterwalderstraße;Finsterwalderstraße;München;9162000;de:09162:1914;3,4;4461035;822314;48,17597655;11,4746257
1916;Karl-von-Roth-Straße;Karl-von-Roth-Straße;München;9162000;de:09162:1916;3,4;4461042;821937;48,17936731;11,47468522
1918;Krautheimstraße;Krautheimstraße;München;9162000;de:09162:1918;3,4;4460892;821545;48,18288331;11,47263215
1920;Karlsfeld;Karlsfeld;Karlsfeld (Obb);9174126;de:09174:1920;4,5;4460024;818396;48,21114778;11,46066312
1921;Von-Reuter-Straße;Von-Reuter-Straße;München;9162000;de:09162:1921;3,4;4461088;821694;48,18155541;11,47528148
1922;Penzoltstraße;Penzoltstraße;München;9162000;de:09162:1922;;4461650;821832;48,1803486;11,48285113
1924;Korbinian-Beer-Straße;Korbinian-Beer-Straße;München;9162000;de:09162:1924;3,4;4461326;821482;48,18347646;11,47846253
1926;Gruithuisenstraße;Gruithuisenstraße;München;9162000;de:09162:1926;3,4;4461741;821493;48,18340269;11,48404422
1928;Manzostraße;Manzostraße;München;9162000;de:09162:1928;3,4;4462112;821432;48,18397352;11,48902778
1930;Untermenzing;Untermenzing;München;9162000;de:09162:1930;3,4;4461013;822115;48,17776479;11,47431162
1931;Zaunerstraße;Zaunerstraße;München;9162000;de:09162:1931;3,4;4461489;822084;48,17807263;11,48070909
1932;Waldhornstraße;Waldhornstraße;München;9162000;de:09162:1932;3,4;4462160;821930;48,1794979;11,48971766
1934;Untermenzinger Straße;Untermenzinger Straße;München;9162000;de:09162:1934;3,4;4462536;822092;48,17806335;11,49478782
1936;Lauinger Straße;Lauinger Straße;München;9162000;de:09162:1936;3,4;4462631;821961;48,17924702;11,49605367
1938;Dillinger Straße;Dillinger Straße;München;9162000;de:09162:1938;3,4;4462606;821651;48,18203336;11,4956902
1942;Ohlauer Straße;Ohlauer Straße;München;9162000;de:09162:1942;3,4;4463001;821479;48,1836033;11,50098681
1943;Donauwörther Straße;Donauwörther Straße;München;9162000;de:09162:1943;3,4;4462661;821421;48,18410498;11,49640955
1944;Hortigstraße;Hortigstraße;München;9162000;de:09162:1944;4;4460854;821071;48,1871436;11,47207743
1945;Rueßstraße;Rueßstraße;München;9162000;de:09162:1945;4;4460883;821337;48,18475328;11,47249195
1946;Angerlohstraße;Angerlohstraße;München;9162000;de:09162:1946;4;4460888;820857;48,18907018;11,47251495
1948;Tubeufstraße;Tubeufstraße;München;9162000;de:09162:1948;4;4460962;820590;48,19147584;11,4734856
1956;Vogelloh;Vogelloh;München;9162000;de:09162:1956;4,5;4460542;818134;48,21353635;11,46760825
1958;Allacher Forstweg;Allacher Forstweg;München;9162000;de:09162:1958;4;4461573;818448;48,21077592;11,48150915
1962;Eininger Straße;Eininger Straße;München;9162000;de:09162:1962;4;4463236;821216;48,1859821;11,5041242
1963;Max-Born-Straße;Max-Born-Straße;München;9162000;de:09162:1963;4;4463095;820565;48,19182832;11,50217138
1964;Ferchenbachstraße;Ferchenbachstraße;München;9162000;de:09162:1964;4;4462519;819373;48,20251411;11,49431902
1965;Rangierbahnhof;Rangierbahnhof;München;9162000;de:09162:1965;4;4462605;820269;48,19446153;11,49555495
1967;Haylerstraße;Haylerstraße;München;9162000;de:09162:1967;4;4463179;820954;48,18833495;11,50333492
1968;Kristallstraße;Kristallstraße;München;9162000;de:09162:1968;4;4461806;818226;48,21278641;11,48462407
1969;Siedlung Ludwigsfeld;Siedlung Ludwigsfeld;München;9162000;de:09162:1969;4;4462164;817730;48,21726835;11,48939672
1971;Achatstraße;Achatstraße;München;9162000;de:09162:1971;4;4462145;817794;48,21669167;11,48914676
1973;Feldmochinger See;Feldmochinger See;München;9162000;de:09162:1973;4;4464287;817631;48,21828182;11,51795623
1974;Opalstraße;Opalstraße;München;9162000;de:09162:1974;4;4461954;817864;48,21605073;11,48658292
1975;MAN, Siedlung;MAN, Siedlung;München;9162000;de:09162:1975;4;4461703;817612;48,21830182;11,48318269
1976;Karlsfelder Straße;Karlsfelder Straße;München;9162000;de:09162:1976;4,5;4461521;817838;48,21625841;11,48075412
1978;Kaiserhölzlstraße;Kaiserhölzlstraße;München;9162000;de:09162:1978;4;4463589;817851;48,21626366;11,50858242
1979;Schwarzhölzlstraße;Schwarzhölzlstraße;München;9162000;de:09162:1979;4;4464802;817650;48,21813976;11,52488799
1981;Grashofstraße;Grashofstraße;München;9162000;de:09162:1981;4;4465110;817758;48,21718555;11,52904153
1982;Faganastraße;Faganastraße;München;9162000;de:09162:1982;4;4465428;818831;48,20755355;11,53340821
1983;Bergwachtstraße;Bergwachtstraße;München;9162000;de:09162:1983;4;4465227;818433;48,21112175;11,53067133
1984;Josef-Frankl-Straße;Josef-Frankl-Straße;München;9162000;de:09162:1984;4;4465230;817986;48,21514176;11,53067501
1985;Paul-Preuß-Straße;Paul-Preuß-Straße;München;9162000;de:09162:1985;4,5;4465962;817814;48,21672828;11,54051087
1986;Lerchenstraße;Lerchenstraße;München;9162000;de:09162:1986;4;4465541;818049;48,21459219;11,5348649
2000;Oberschleißheim;Oberschleißheim;Oberschleißheim;9184135;de:09184:2000;6,7;4467270;813183;48,25844346;11,55775344
2001;Hochbrück, Jahnstraße;Jahnstraße;Hochbrück (Obb);9184119;de:09184:2001;6,7;4471003;814414;48,2475552;11,60811143
2002;Neuherberg, Helmholtz-Zentrum;Helmholtz-Zentrum;Neuherberg (Oberbay);9184135;de:09184:2002;4,5;4469471;817422;48,22043229;11,58770093
2004;Olympia Schießanlage;Olympia Schießanlage;Neuherberg (Oberbay);9184135;de:09184:2004;5,6;4470253;816268;48,23084741;11,59814347
2005;Hochbrück,Heidenheimer Straße;Heidenheimer Straße;Hochbrück (Obb);9184119;de:09184:2005;6,7;4471292;814438;48,24735255;11,61200429
2006;Hochbrücker Alm;Hochbrücker Alm;Hochbrück (Obb);9184119;de:09184:2006;6;4470483;815038;48,24191955;11,60115346
2007;Oberschleißh., Kreuzhof;Kreuzhof;Oberschleißheim;9184135;de:09184:2007;7;4469945;812537;48,26438561;11,59373252
2008;Hochbr., Hohe-Brücken-Str.;Hohe-Brücken-Straße;Hochbrück (Obb);9184119;de:09184:2008;6,7;4470599;814278;48,24875961;11,60266232
2009;Hochbrück, Carl-von-Linde-Str.;Carl-von-Linde-Straße;Hochbrück (Obb);9184119;de:09184:2009;6,7;4471023;814111;48,25028099;11,60835994
2010;Unterschleißheim;Unterschleißheim;Unterschleißheim;9184149;de:09184:2010;7;4468056;811557;48,27310609;11,56821574
2011;Unterschleißh., Wiesenweg;Wiesenweg;Unterschleißheim;9184149;de:09184:2011;7;4468590;810095;48,28628044;11,57530052
2012;Hochbrück, Voithstraße;Voithstraße;Hochbrück (Obb);9184119;de:09184:2012;6,7;4471361;814098;48,25041328;11,6129103
2014;Garching, Gewerbegebiet;Gewerbegebiet;Garching (b München);9184119;de:09184:2014;6,7;4472076;814156;48,24992365;11,62254179
2015;Garching, Breslauer Straße;Breslauer Straße;Garching (b München);9184119;de:09184:2015;6,7;4474499;815046;48,24202214;11,65522159
2016;Garching, Daimlerstraße;Daimlerstraße;Garching (b München);9184119;de:09184:2016;6,7;4472705;814114;48,2503288;11,63100865
2017;Garching, Prof.-Angermair-Ring;Prof.-Angermair-Ring;Garching (b München);9184119;de:09184:2017;6,7;4474514;814769;48,24451382;11,65540683
2018;Garching, Keltenweg;Keltenweg;Garching (b München);9184119;de:09184:2018;6,7;4473456;814073;48,25072946;11,64111848
2019;Garching, Mühlgasse;Mühlgasse;Garching (b München);9184119;de:09184:2019;6,7;4474547;814447;48,2474109;11,65583174
2020;Lohhof;Lohhof;Lohhof (Kr München);9184149;de:09184:2020;7,8;4469060;809870;48,28832702;11,58161709
2021;Oberschl., Sonnenstraße;Sonnenstraße;Oberschleißheim;9184135;de:09184:2021;6,7;4466688;814586;48,24579605;11,55002606
2022;Garching, Maier-Leibnitz-Str.;Maier-Leibnitz-Straße;Garching (b München);9184119;de:09184:2022;6,7;4473865;814185;48,24973927;11,64663275
2025;Garching, Brunnenweg;Brunnenweg;Garching (b München);9184119;de:09184:2025;6,7;4474635;814106;48,25048106;11,65699615
2026;Garching, Lehrer-Stieglitz-Str;Lehrer-Stieglitz-Straße;Garching (b München);9184119;de:09184:2026;6,7;4474400;813685;48,25425765;11,65380629
2027;Unterschleißh., Landshuter Str;Landshuter Straße;Unterschleißheim;9184149;de:09184:2027;7;4467800;810944;48,27860574;11,56472038
2028;Garching, Römerhofweg;Römerhofweg;Garching (b München);9184119;de:09184:2028;6,7;4474470;813684;48,25426947;11,65474887
2029;Garching, Watzmannring;Watzmannring;Garching (b München);9184119;de:09184:2029;6,7;4474723;813854;48,25275082;11,65816602
2030;Unterföhring;Unterföhring;Unterföhring;9184147;de:09184:2030;3,4;4473887;820673;48,19139321;11,64732927
2031;Unterschleißh., Keplerstraße;Keplerstraße;Unterschleißheim;9184149;de:09184:2031;7;4468146;810599;48,28172581;11,56935585
2032;Unterschleißh., Münchner Ring;Münchner Ring;Unterschleißheim;9184149;de:09184:2032;7;4467719;811438;48,27415913;11,56366688
2033;Unterschleißh., Rathaus;Rathaus;Unterschleißheim;9184149;de:09184:2033;7;4468301;811596;48,27276769;11,5715191
2034;Unterschleißh., Lilienstraße;Lilienstraße;Unterschleißheim;9184149;de:09184:2034;7;4468436;811245;48,27593095;11,57331145
2036;Lohhof, Raiffeisenstraße;Raiffeisenstraße;Lohhof (Kr München);9184149;de:09184:2036;7;4468464;810912;48,27892698;11,57366378
2038;Lohhof, Heimgartenstraße;Heimgartenstraße;Lohhof (Kr München);9184149;de:09184:2038;7;4468816;810586;48,28187612;11,57838207
2040;Ismaning;Ismaning;Ismaning;9184130;de:09184:2040;5,6;4476263;816844;48,22592124;11,67907148
2041;Unterschleißh., R.-Bosch-Str.;Robert-Bosch-Straße;Unterschleißheim;9184149;de:09184:2041;7;4468052;810162;48,28565095;11,56805626
2042;Lohhof, Johann-Schmid-Straße;Johann-Schmid-Straße;Lohhof (Kr München);9184149;de:09184:2042;7;4469090;810952;48,27859817;11,58210061
2043;Unterschleißh., Ballhausforum;Ballhausforum;Unterschleißheim;9184149;de:09184:2043;7;4467758;810332;48,28410724;11,56410777
2044;Lohhof, Nelkenstraße;Nelkenstraße;Lohhof (Kr München);9184149;de:09184:2044;7;4468848;811073;48,27749816;11,57884917
2045;Unterschleißh., Siemensstraße;Siemensstraße;Unterschleißheim;9184149;de:09184:2045;7;4468551;809705;48,28978572;11,57474594
2046;Lohhof, Feldstraße;Feldstraße;Lohhof (Kr München);9184149;de:09184:2046;7;4469186;811569;48,27305424;11,58343901
2047;Unterschleißh., C-v.-Linde-Str;C.-v.-Linde-Straße;Unterschleißheim;9184149;de:09184:2047;7;4468321;810424;48,28330836;11,57170056
2048;Lohhof, Sportpark;Sportpark;Lohhof (Kr München);9184149;de:09184:2048;7;4469310;811864;48,27040736;11,58513088
2049;Unterschleißh., Ohmstraße;Ohmstraße;Unterschleißheim;9184149;de:09184:2049;7;4468232;809962;48,2874586;11,5704666
2050;Lohhof, Haimhauser Straße;Haimhauser Straße;Lohhof (Kr München);9184149;de:09184:2050;7;4469429;812447;48,26517025;11,58677607
2051;Oberschleißh., Regattaanlage;Regattaanlage;Oberschleißheim;9184135;de:09184:2051;6,7;4464805;813808;48,25269064;11,52460881
2052;Lohhof, Mallertshofener Straße;Mallertshofener Straße;Lohhof (Kr München);9184149;de:09184:2052;7;4469616;812745;48,26249936;11,58931622
2054;Dirnismaning,Kranzberger Allee;Kranzberger Allee;Dirnismaning;9184119;de:09184:2054;5,6;4473394;816603;48,22797451;11,64044283
2055;Unterhaching, Rathaus;Rathaus;Unterhaching;9184148;;;4470973;834571;48,06627952;11,60908479
2056;Dirnismaning, Hauptstraße 25;Hauptstraße 25;Dirnismaning;9184119;de:09184:2056;5,6;4473451;816168;48,23188887;11,64118271
2057;Garching, Zeppelinstraße;Zeppelinstraße;Garching (b München);9184119;de:09184:2057;6,7;4472382;813940;48,25187956;11,626648
2058;Garching, Schleißheimer Kanal;Schleißheimer Kanal;Garching (b München);9184119;de:09184:2058;6;4473534;815558;48,2373781;11,64226176
2059;Garching, Lilienthalstraße;Lilienthalstraße;Garching (b München);9184119;de:09184:2059;6,7;4471926;813838;48,25277678;11,6205009
2060;Garching, Wasserturmstraße;Wasserturmstraße;Garching (b München);9184119;de:09184:2060;6,7;4473859;814815;48,24407342;11,64659092
2062;Garching, Auweg;Auweg;Garching (b München);9184119;de:09184:2062;6,7;4474037;814527;48,24667074;11,64896976
2063;Lustheim;Lustheim;Lustheim;9184135;de:09184:2063;6,7;4468608;813923;48,25185648;11,57582763
2065;Oberschleißh., Am Stutenanger;Am Stutenanger;Oberschleißheim;9184135;de:09184:2065;6,7;4466726;813442;48,25608593;11,55044765
2066;Oberschleißh., Schloss;Schloss;Oberschleißheim;9184135;de:09184:2066;6,7;4467488;814039;48,25075677;11,56075515
2066;Oberschleißh., Kindergarten;Kindergarten;Oberschleißheim;9184135;de:09184:2066;6,7;4467488;814039;48,25075677;11,56075515
2067;Oberschleißh., St-Margar.-Str.;St.-Margar.-Straße;Oberschleißheim;9184135;de:09184:2067;6,7;4466542;813826;48,25262296;11,54800019
2068;Oberschleißheim, Mittenh. Str.;Mittenheimer Straße;Oberschleißheim;9184135;de:09184:2068;6,7;4467242;814017;48,25094193;11,55744099
2069;Oberschleißh., Veterinärstraße;Veterinärstraße;Oberschleißheim;9184135;de:09184:2069;6,7;4466630;814248;48,2488326;11,54921848
2070;Garching, Techn. Universität;Technische Universität;Garching (b München);9184119;de:09184:2070;7,8;4475274;812212;48,26753913;11,66548961
2071;Garching, Ludwig-Prandtl-Str.;Ludwig-Prandtl-Straße;Garching (b München);9184119;de:09184:2071;7;4475007;812835;48,26192599;11,66193005
2072;Unterhaching, Schäftlarnstraße;Schäftlarnstraße;Unterhaching;9184148;;;4471097;834886;48,06345228;11,61076984
2073;Garching, Boltzmannstraße;Boltzmannstraße;Garching (b München);9184119;de:09184:2073;7;4475492;812923;48,26115358;11,6684673
2075;Garching, Gutenbergstraße;Gutenbergstraße;Garching (b München);9184119;de:09184:2075;6,7;4472233;814414;48,24761036;11,62467276
2077;Ismaning, Medienpark;Medienpark;Ismaning;9184130;de:09184:2077;5,6;4474932;818506;48,21092345;11,66125613
2078;Ismaning, Erich-Zeitler-Str.;Erich-Zeitler-Straße;Ismaning;9184130;de:09184:2078;5,6;4476044;816515;48,22887171;11,67610534
2080;Ismaning, Am Lenzenfleck;Am Lenzenfleck;Ismaning;9184130;de:09184:2080;6;4476337;815380;48,23908986;11,67998551
2081;Ismaning, Hauptstraße;Hauptstraße;Ismaning;9184130;de:09184:2081;5,6;4475848;816954;48,2249163;11,67349231
2082;Ismaning, Fischerhäuser;Fischerhäuser;Ismaning;9184130;de:09184:2082;6,7;4477388;813989;48,25163764;11,69406003
2083;Ismaning, Dorfstraße;Dorfstraße;Ismaning;9184130;de:09184:2083;5,6;4475891;817476;48,22022356;11,67410078
2084;Ismaning, Peterhof;Peterhof;Ismaning;9184130;de:09184:2084;8;4480115;812471;48,26538076;11,73070951
2085;Ismaning, Max-v.-Eyth-Straße;Max-von-Eyth-Straße;Ismaning;9184130;de:09184:2085;5,6;4476157;815979;48,23369626;11,67759607
2086;Freieneck;Freieneck;Brennermühle;9177118;de:09177:2086;8,9;4481345;812374;48,2662906;11,74727252
2086;Brennermühle;Brennermühle;Brennermühle;9177118;de:09177:2086;8,9;4481345;812374;48,2662906;11,74727252
2087;Ismaning, Hirtgrasstraße;Hirtgrasstraße;Ismaning;9184130;de:09184:2087;7;4477823;813709;48,2541711;11,6999029
2087;Ismaning, Fischerfleck;Fischerfleck;Ismaning;9184130;de:09184:2087;7;4477823;813709;48,2541711;11,6999029
2089;Ismaning, Waldorfschule;Waldorfschule;Ismaning;9184130;de:09184:2089;5,6;4476808;818129;48,21438531;11,68647702
2090;Unterföhring, Siedlerstraße;Siedlerstraße;Unterföhring;9184147;de:09184:2090;3;4472861;821510;48,1838229;11,63358334
2091;Unterföhring, Föhringer Allee;Föhringer Allee;Unterföhring;9184147;de:09184:2091;3;4473694;820630;48,19177194;11,64473079
2092;Unterföhring,Alte Münchner Str;Alte Münchner Straße;Unterföhring;9184147;de:09184:2092;3;4473089;821004;48,18838313;11,63661733
2093;Unterföhring, Hofäckerallee;Hofäckerallee;Unterföhring;9184147;de:09184:2093;3;4473376;820960;48,18879094;11,64047444
2095;Lohhof, Schulzentrum;Schulzentrum;Lohhof (Kr München);9184149;de:09184:2095;7;4469063;811886;48,27019748;11,58180529
2096;Unterföhring, Bergstraße;Bergstraße;Unterföhring;9184147;de:09184:2096;3;4473583;820261;48,19508577;11,64321485
2097;Unterföhring, Ahornstraße Ost;Ahornstraße Ost;Unterföhring;9184147;de:09184:2097;3;4474310;820013;48,19734594;11,65297854
2098;Unterföhring, Ahornstraße;Ahornstraße;Unterföhring;9184147;de:09184:2098;3;4473812;820085;48,19667806;11,6462842
2099;Ismaning, Erdinger-/Flurstr.;Erdinger-/Flurstraße;Ismaning;9184130;de:09184:2099;7;4477630;813725;48,25402042;11,69730475
2100;Unterföhring, Fichtenstraße;Fichtenstraße;Unterföhring;9184147;de:09184:2100;3;4474038;819851;48,19879174;11,64930984
2101;Unterföhring, Feringastr.Ost;Feringastraße Ost;Unterföhring;9184147;de:09184:2101;3;4473034;822129;48,17826355;11,63594916
2102;Unterföhring, Feringastraße;Feringastraße;Unterföhring;9184147;de:09184:2102;3;4472679;822007;48,17934552;11,63116784
2103;Dornach, Einsteinring Nord;Einsteinring Nord;Dornach (b München);9184112;de:09184:2103;4,5;4476791;825287;48,15001169;11,68664008
2104;Unterföhring, Kanal;Kanal;Unterföhring;9184147;de:09184:2104;3,4;4474090;819559;48,20141985;11,64999148
2105;Aschheim, Gartenstraße;Gartenstraße;Aschheim;9184112;de:09184:2105;5,6;4478588;822004;48,17959954;11,71062444
2106;Ismaning, Agrob;Agrob;Ismaning;9184130;de:09184:2106;5,6;4474746;818772;48,2085239;11,65876937
2107;Unterföhring, Gutenbergstraße;Gutenbergstraße;Unterföhring;9184147;de:09184:2107;3;4474143;820700;48,19116089;11,65077407
2108;Ismaning, Wasserturmstraße;Wasserturmstraße;Ismaning;9184130;de:09184:2108;5,6;4475277;817429;48,22062256;11,66583519
2109;Ismaning, Oskar-Messter-Straße;Oskar-Messter-Straße;Ismaning;9184130;de:09184:2109;5,6;4476366;816062;48,23295768;11,68041405
2110;Feldkirchen;Feldkirchen;Feldkirchen (b Mchn);9184118;de:09184:2110;4,5;4480125;825173;48,15115009;11,73144071
2111;Ismaning, Osterfeldstraße;Osterfeldstraße;Ismaning;9184130;de:09184:2111;5,6;4476635;816315;48,23069242;11,68404897
2112;Ismaning, Moarstraße;Moarstraße;Ismaning;9184130;de:09184:2112;5,6;4475495;817142;48,22321204;11,6687523
2113;Ismaning, Geroldstraße;Geroldstraße;Ismaning;9184130;de:09184:2113;5,6;4476574;816734;48,22692206;11,68325111
2114;Ismaning, Parkstraße;Parkstraße;Ismaning;9184130;de:09184:2114;5,6;4475677;816853;48,22581806;11,67118508
2115;Ismaning, Hennigweg;Hennigweg;Ismaning;9184130;de:09184:2115;5,6;4476081;817744;48,21782061;11,67667283
2115;Ismaning, Eisweiher;Eisweiher;Ismaning;9184130;de:09184:2115;5,6;4476081;817744;48,21782061;11,67667283
2116;Ismaning, Leuchtenbergstraße;Leuchtenbergstraße;Ismaning;9184130;de:09184:2116;5,6;4475698;816510;48,22890349;11,67144801
2117;Aschheim, Saturnstraße;Saturnstraße;Aschheim;9184112;de:09184:2117;5,6;4479449;822850;48,1720198;11,72224317
2118;Dornach, Erdinger Landstr.;Erdinger Landstraße;Dornach (b München);9184112;de:09184:2118;4,5;4476695;825509;48,14801168;11,68536211
2119;Dornach, K.-Hammerschmidt-Str.;Karl-Hammerschmidt-Straße;Dornach (b München);9184112;de:09184:2119;4,5;4476421;825510;48,14799256;11,68168001
2120;Heimstetten;Heimstetten;Heimstetten;9184131;de:09184:2120;5,6;4482284;824312;48,15895725;11,7604205
2121;Heimstetten, Feldkirchener Str;Feldkirchener Straße;Heimstetten;9184131;de:09184:2121;5;4481255;824842;48,15416125;11,74661264
2122;Dornach, Bürgerhaus;Bürgerhaus;Dornach (b München);9184112;de:09184:2122;4,5;4477078;824879;48,15369134;11,69047507
2123;Heimstetten, Am Werbering;Am Werbering;Heimstetten;9184131;de:09184:2123;5;4481475;824635;48,15602932;11,74956045
2124;Aschheim, Siedl.Tassilostr.;Siedlung Tassilostraße;Aschheim;9184112;de:09184:2124;5,6;4478741;823374;48,16728402;11,71275048
2125;Aschheim, Mitte;Mitte;Aschheim;9184112;de:09184:2125;5,6;4479049;822992;48,17072967;11,71687224
2126;Aschheim, Erdinger Straße;Erdinger Straße;Aschheim;9184112;de:09184:2126;5,6;4479097;822940;48,1711989;11,71751502
2127;Aschheim, Weidachstraße;Weidachstraße;Aschheim;9184112;de:09184:2127;5,6;4478828;822436;48,17572254;11,71387325
2129;Aschheim, XXXLutz;XXXLutz;Aschheim;9184112;de:09184:2129;5,6;4480491;823606;48,16525384;11,73628749
2130;Gronsdorf;Gronsdorf;Gronsdorf b München;9184123;de:09184:2130;4;4477734;828808;48,11838027;11,69949756
2131;Aschheim, Sportpark;Sportpark;Aschheim;9184112;de:09184:2131;5,6;4479206;823484;48,16631018;11,71900715
2131;Aschheim, Am Sportpark;Am Sportpark;Aschheim;9184112;de:09184:2131;5,6;4479206;823484;48,16631018;11,71900715
2131;Aschheim, Am Sportpark;Am Sportpark;Aschheim;9184112;de:09184:2131;5,6;4479206;823484;48,16631018;11,71900715
2131;Aschheim, Sportplatz;Sportplatz;Aschheim;9184112;de:09184:2131;5,6;4479206;823484;48,16631018;11,71900715
2132;Heimstetten, Räterstraße;Räterstraße;Heimstetten;9184131;de:09184:2132;6;4481827;823718;48,1642863;11,7542523
2133;Heimstetten, Blumenweg;Blumenweg;Heimstetten;9184131;de:09184:2133;6;4481802;824172;48,16020266;11,7539357
2134;Kirchheim, Lindenviertel;Lindenviertel;Kirchheim b München;9184131;de:09184:2134;6;4481924;823004;48,17071024;11,75552582
